geoLat,geoLong,hasBlackBear,hasGrizzlyBear,hasPolarBear,parkCode,parkName,url
-85.7046714781279,32.43022512972665,,,,TUIN,Tuskegee Institute National Historic Site,
-105.27884587582167,38.91846111468554,True,False,False,FLFO,Florissant Fossil Beds National Monument,http://www.nps.gov/flfo
-86.46694927014178,46.513545397114434,True,False,False,PIRO,Pictured Rocks National Lakeshore,http://www.nps.gov/piro
-119.55600729459782,37.84893656911814,True,False,False,YOSE,Yosemite National Park,http://www.nps.gov/yose
-123.00646972800878,48.46190942620296,,,,SAJH,San Juan Island National Historical Park,
-71.0113517468376,42.25647689490795,,,,ADAM,Adams National Historical Park,
-92.29983208314182,34.736812622951405,,,,CHSC,Central High School National Historic Site,
-73.86126160474157,40.602615522343235,,,,GATE,Gateway National Recreation Area,
-151.05263550282112,63.29777436004586,True,True,False,DENA,Denali National Park & Preserve,http://www.nps.gov/dena
-102.39394509554067,43.8340624087368,,,,BADL,Badlands National Park,
-75.70938760851078,35.93636834723129,,,,FORA,Fort Raleigh National Historic Site,
-122.68901426667851,48.21350903766393,,,,EBLA,Ebey's Landing National Historical Reserve,
-111.53266082995748,32.99694949335554,,,,CAGR,Casa Grande Ruins National Monument,
-108.02711791308913,45.2888706719196,True,False,False,BICA,Bighorn Canyon National Recreation Area,http://www.nps.gov/bica
-142.60357111369407,61.41843937955613,True,True,False,WRST,Wrangell - St Elias National Park & Preserve,http://www.nps.gov/wrst
-81.10503529985202,25.98591492395742,True,False,False,BICY,Big Cypress National Preserve,http://www.nps.gov/bicy
-75.45874838283551,40.09676710215052,,,,VAFO,Valley Forge National Historical Park,
-81.47140832455206,30.43110956657626,,,,TIMU,Timucuan Ecological & Historic Preserve,
-98.45424973424551,29.33232954868117,,,,SAAN,San Antonio Missions National Historical Park,
-169.45380760526996,-14.239727732693918,,,,NPSA,National Park of American Samoa,
-99.9288902848823,42.7689888618181,,,,NIOB,Niobrara National Scenic River,
-110.49008302275851,44.583032217213656,True,True,False,YELL,Yellowstone National Park,http://www.nps.gov/yell
-118.72140194449733,47.908992851618656,True,False,False,LARO,Lake Roosevelt National Recreation Area,http://www.nps.gov/laro
-101.08508073664261,29.484904505888327,True,False,False,AMIS,Amistad National Recreation Area,http://www.nps.gov/amis
-99.21896096669342,38.183842983218454,,,,FOLS,Fort Larned National Historic Site,
-90.58034402114028,46.93618142590913,True,False,False,APIS,Apostle Islands National Lakeshore,http://www.nps.gov/apis
-122.59219031030287,37.899655100144244,,,,MUWO,Muir Woods National Monument,
-106.45461592666625,31.767371101062324,,,,CHAM,Chamizal National Memorial,
-124.06583125409449,46.28745328712928,True,False,False,LEWI,Lewis and Clark National Historical Park,http://www.nps.gov/lewi
-122.86492337132071,38.05557132213282,True,False,False,PORE,Point Reyes National Seashore,http://www.nps.gov/pore
-107.16791467838674,38.462761028472045,True,False,False,CURE,Curecanti National Recreation Area,http://www.nps.gov/cure
-104.54641519212936,42.20428979438691,,,,FOLA,Fort Laramie National Historic Site,
-84.26676470628281,33.97241060914914,,,,CHAT,Chattahoochee River National Recreation Area,
-74.01680558080551,40.70347795022505,,,,CACL,Castle Clinton National Monument,
-163.50428603026538,67.41526306364067,False,True,True,CAKR,Cape Krusenstern National Monument,http://www.nps.gov/cakr
-118.5752011004094,36.50785282265928,,,,SEKI,Sequoia & Kings Canyon National Parks,
-94.43625085653211,30.197215743080875,True,False,False,BITH,Big Thicket National Preserve,http://www.nps.gov/bith
